Index,Category,Condition,Paragraphe,Reference,Module_GPR,Anticholinergics,Torsadogène,Dépresseur_SNC,Médicam inapprop,Hypok,HyperK,Bradycardisant,HypoT_Ortho,Pro_convul,Inducteur_enz,Anticholinergic_Central,Hypoglycemia
Haloperidol [HALDOL] ,Contrôle des indications et stratégie thérapeutique :,AVEC Antécédent de schizophrénie et SANS anticholinergique antiparkinsonien :,"Prise en charge de la schizophrénie. Médicament cardiotoxique responsable d’un allongement du QT. ECG, ECG, fréquence cardiaque et Kaliémie à surveiller. Médicament sujet à l’hypotension orthostatique ainsi que de syndromes pseudo-parkinsoniens responsables de chute. La posologie minimale efficace doit toujours être recherché sachant que les doses doivent être diminués de moitié chez le sujet âgé. À poursuivre.",RCP du médicament,Unchecked,0,1,1,0,0,0,0,1,1,0,0,0
Haloperidol [HALDOL] ,Contrôle des indications et stratégie thérapeutique :,AVEC Antécédent de schizophrénie et AVEC anticholinergique antiparkinsonien :,"Prise en charge de la schizophrénie. Médicament cardiotoxique responsable d’un allongement du QT. ECG, ECG, fréquence cardiaque et Kaliémie à surveiller. Médicament sujet à l’hypotension orthostatique ainsi que de syndromes pseudo-parkinsoniens responsables de chute. Privilégier les neuroleptiques atypiques à faible dose afin de limiter le syndrome pseudo-parkinsonien et ainsi limiter les effets anticholinergiques periphériques et centraux (= syndrome confusionnel) du [Insérer le nom de l'anticholinergique antiparkinsonien].",RCP du médicament,Unchecked,0,1,1,0,0,0,0,1,1,0,0,0
Haloperidol [HALDOL] ,Contrôle des indications et stratégie thérapeutique :,SANS Antécédent de schizophrénie :,"Prise en charge des troubles psychotiques et/ou de l’agressivité. Médicament cardiotoxique responsable d’un allongement du QT. ECG, ECG, fréquence cardiaque et Kaliémie à surveiller. Médicament à l’origine d’hypotension orthostatique ainsi que de syndromes pseudo-parkinsoniens responsables de chute. À éviter chez la personne âgée pour les problèmes comportementaux de la démence ou du délire, sauf lorsqu'il existe un risque de préjudice pour le patient lui-même ou son entourage.","RCP du médicament, Beers List 2019 American Geriatrics Society",Unchecked,0,1,1,0,0,0,0,1,1,0,0,0
Haloperidol [HALDOL] ,Contrôle des posologies :,Posologie > 5 mg/j :,Attention ! Chez le sujet âgé les posologies d'halolpéridol doivent être inférieurs à 5 mg/j. Préconiser une réduction de la posologie.,RCP du médicament,Unchecked,0,1,1,0,0,0,0,1,1,0,0,0
Haloperidol [HALDOL] ,Contrôle des contre-indications et précautions d'emplois :,Antécédent d'épilepsie :,Attention ! Médicament abaissant le seuil épileptogène. Réévaluer la balance bénéfice/risque en cas d'apparition ou d'augmentation des crises épileptiques malgré le traitement de fond. ,RCP du médicament,Unchecked,0,1,1,0,0,0,0,1,1,0,0,0
Haloperidol [HALDOL] ,Contrôle des contre-indications et précautions d'emplois :,Antécédent de maladie de Parkinson :,"Attention ! Ce médicament antidopaminergique centrale est contre-indiqué chez les patients Parkinsionien du fait d'un risque d'inefficacité médicamenteuse du traitement dopaminergique et d'aggravation des symptômes. Privilégier, en l'absence de contre-indication, un traitement par Dompéridone.","RCP du médicament, Beers List 2019 American Geriatrics Society",Unchecked,0,1,1,0,0,0,0,1,1,0,0,0
Haloperidol [HALDOL] ,Contrôle des intéractions médicamenteuses :,Co-prescription médicament torsadogène (voir liste des torsadogènes) :,"Attention médicament torsadogène [contre-indiqué avec le [Citalopram, Escitalopram, Dompéridone, Hydroxyzine][déconseillé avec les autres torsadogènes de la liste de l'ANSM] à cause du risque d’allongement du QT menant à une torsade de pointe.",Thesaurus de l'ANSM (Oct 2020),Unchecked,0,1,1,0,0,0,0,1,1,0,0,0
Haloperidol [HALDOL] ,Contrôle des intéractions médicamenteuses :,Co-prescription dopaminergique :,"Antagonisme réciproque du dopaminergique et des neuroleptiques au niveau du SNC. Le dopaminergique peut provoquer ou aggraver les troubles psychotiques et le neuroleptique peut aggraver les symptômes parkinsoniens. Rappel : en cas de nécessité de traiter des troubles psychotiques chez le patient parkinsonien, seule la clozapine est indiquée .",Thesaurus de l'ANSM (Oct 2020),Unchecked,0,1,1,0,0,0,0,1,1,0,0,0
Haloperidol [HALDOL] ,Contrôle des intéractions médicamenteuses :,"Co-prescription neuroleptique caché (métoclopramide,métopimazine, alimémazine, oxomemazine, prométhazine, flunarizine, buspirone, amoxapine) :",Attention ! La co-prescription de plusieurs antidopaminergiques est sujet à l'augmentation du risque de syndrome malin des neuroleptiques (rare mais très grave). À prendre en compte. ,Thesaurus de l'ANSM (Oct 2020),Unchecked,0,1,1,0,0,0,0,1,1,0,0,0
Hydrochlorothiazide [ESIDREX],Contrôle des indications et stratégie thérapeutique :,Antécédent d’HTA :,Prise en charge de l’HTA. Attention médicament hypokaliémiant. Rappel objectif tensionnel : 140/90 mmHg voire 150/90 mmHg pour perfusion cérébrale. À poursuivre.,RCP du médicament,Unchecked,0,0,0,0,1,0,0,0,0,0,0,0
Hydrochlorothiazide [ESIDREX],Contrôle des indications et stratégie thérapeutique :,Antécédent d'œdèmes :,"Prise en charge des œdèmes d’origine cardiaque, rénale ou hépatique. Attention médicament hyperkaliémiant.  A reprendre.",RCP du médicament,Unchecked,0,0,0,0,1,0,0,0,0,0,0,0
Hydrochlorothiazide [ESIDREX],Contrôle des posologies :,Poso > 25 mg/j pour l'HTA sans notion d'œdème :,"Dans l'HTA, la posologie ne doit pas dépasser 25 mg/j. En outre des risques d'hyponatrémie, d'hypokaliémie et de deshydratation, l'hydrochlorothiazide expose, de façon dose-dépendant, à un risque accru de cancer de la peau. (ANSM, Novembre 2018).",RCP du médicament,Unchecked,0,0,0,0,1,0,0,0,0,0,0,0
Hydrochlorothiazide [ESIDREX],Contrôle des contre-indications et précautions d'emplois :,DFG < 30 ml/min :,"Attention ! Médicament contre-indiqué chez ce patient avec un DFG inférieur à 30 ml/min. En cas d'insuffisance rénale sévère, seul le furosémide 500 mg est indiqué.",RCP du médicament,Unchecked,0,0,0,0,1,0,0,0,0,0,0,0
Hydrocortisone (en comprimé),Contrôle des contre-indications et précautions d'emplois :,Traitement au long cours AVEC co-prescription vitamine D :,Prise en charge d'une [insuffisance surrénalienne/hyperplasie congénitale des surrénales]. Médicament hypokaliémiant (à surveiller). Médicament sujet à l'ostéoporose (Surveillance). À poursuivre.,RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Hydrocortisone (en comprimé),Contrôle des contre-indications et précautions d'emplois :,Traitement au long cours SANS co-prescription vitamine D :,Prise en charge d'une [insuffisance surrénalienne/hyperplasie congénitale des surrénales]. Médicament hypokaliémiant (à surveiller). Médicament sujet à l'ostéoporose : préconiser une supplémentation en vitamine D (50 000 ou 80 000 selon IMC) avec une prise par mois (en précisant le jour exact) chez le sujet âgé afin d’éviter l’ostéoporose cortico-induite. À poursuivre.,RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Hydrocortisone [LOCOID],Contrôle des indications et stratégie thérapeutique :,Par défaut :,Corticothérapie locale dans le traitement des dermatites. A reprendre si besoin.,RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Hydroxyzine [ATARAX],Contrôle des indications et stratégie thérapeutique :,Utilisé dans les manifestations mineures de l’anxiété :,"Médicament anticholinergique (avec effets périphériques et centraux) et cardiotoxique (provoque un allongement du QT entrainant un risque de torsade de pointe). Si un traitement pharmacologique est nécessaire, privilégier un traitement par [Pour l'insomnie : zopiclone ou zolpidem à posologie minimale efficace pendant maximum 4 semaines./Pour l'anxiété : Privilégier une benzodiazépine à demi-vie courte (Oxazépam 10mg si besoin).]","RCP du médicament, Beers List 2019 American Geriatrics Society, REMEDI[e]S Limoge CRPV",Unchecked,1,1,1,1,0,0,0,0,0,0,1,0
Hydroxyzine [ATARAX],Contrôle des indications et stratégie thérapeutique :,Utilisé dans l’urticaire :,Médicament anticholinergique (avec effets périphériques et centraux) et cardiotoxique (provoque un allongement du QT entrainant un risque de torsade de pointe). Privilégier un anti-H1 de 2ème génération (ex : desloratadine 5 mg).,"RCP du médicament, Beers List 2019 American Geriatrics Society, REMEDI[e]S Limoge CRPV",Unchecked,1,1,1,1,0,0,0,0,0,0,1,0
Hydroxyzine [ATARAX],Contrôle des posologies :,Poso > 50 mg/j :,"Chez le sujet âgé, l'élimination de l'hydroxyzine est diminué par comparaison à la population adulte. La dose maximale journalière est 50 mg. Préconiser une diminution de la posologie. ",RCP du médicament,Unchecked,1,1,1,1,0,0,0,0,0,0,1,0
Hydroxyzine [ATARAX],Contrôle des contre-indications et précautions d'emplois :,Chez le patient atteint d’une cardiopathie (pas HTA) :,"Médicament torsadogène contre-indiqué chez ce patient présentant une comorbidité cardiovasculaire [Indiquer laquelle]. Préconiser l’arrêt immédiat de l’hydroxyzine. Si un traitement pharmacologique est nécessaire, privilégier un traitement par [Pour l'insomnie : zopiclone ou zolpidem à posologie minimale efficace pendant maximum 4 semaines./Pour l'anxiété : Privilégier une benzodiazépine à demi-vie courte (Oxazépam 10mg si besoin).]",RCP du médicament,Unchecked,1,1,1,1,0,0,0,0,0,0,1,0
Hydroxyzine [ATARAX],Contrôle des contre-indications et précautions d'emplois :,Chez le patient présentant une hypokaliémie (< 3.5 mmol/L) :,"Médicament torsadogène contre-indiqué chez ce patient présentant une hypokaliémie. Kaliémie à …  mmol/L. Préconiser l’arrêt immédiat de l’hydroxyzine. Si un traitement pharmacologique est nécessaire, privilégier un traitement par [Pour l'insomnie : zopiclone ou zolpidem à posologie minimale efficace pendant maximum 4 semaines./Pour l'anxiété : Privilégier une benzodiazépine à demi-vie courte (Oxazépam 10mg si besoin).]",RCP du médicament,Unchecked,1,1,1,1,0,0,0,0,0,0,1,0
Hydroxyzine [ATARAX],Contrôle des contre-indications et précautions d'emplois :,"Antécédent d'hypertrophie bénigne de la prostate (co-prescription d'alfusozine, tamsulosine, permixon, tadenan, finastéride, dutastéride ou combodart) :","Médicament anticholinergique contre-indiqué chez ce patient atteint d’une hypertrophie bénigne de la prostate. Préconiser l’arrêt de l'hydroxyzine. Si un traitement pharmacologique est nécessaire, privilégier un traitement par [Pour l'insomnie : zopiclone ou zolpidem à posologie minimale efficace pendant maximum 4 semaines./Pour l'anxiété : Privilégier une benzodiazépine à demi-vie courte (Oxazépam 10mg si besoin).]","RCP du médicament, REMEDI[e]S Limoge CRPV",Unchecked,1,1,1,1,0,0,0,0,0,0,1,0
Hydroxyzine [ATARAX],Contrôle des contre-indications et précautions d'emplois :,Antécédent de glaucome à angle fermé :,"Médicament anticholinergique contre-indiqué chez ce patient présentant un antécédent de glaucome à angle fermé. Préconiser l’arrêt de l'hydroxyzine. Si un traitement pharmacologique est nécessaire, privilégier un traitement par [Pour l'insomnie : zopiclone ou zolpidem à posologie minimale efficace pendant maximum 4 semaines./Pour l'anxiété : Privilégier une benzodiazépine à demi-vie courte (Oxazépam 10mg si besoin).]","RCP du médicament, REMEDI[e]S Limoge CRPV",Unchecked,1,1,1,1,0,0,0,0,0,0,1,0
Hydroxyzine [ATARAX],Contrôle des contre-indications et précautions d'emplois :,Patient admis aux urgences pour globe vésical :,"Médicament anticholinergique contre-indiqué chez ce patient. Préconiser l’arrêt de l'hydroxyzine. Privilégier un ISRS, IRSNa ou la miansérine/mirtazapine. Si un traitement pharmacologique est nécessaire, privilégier un traitement par [Pour l'insomnie : zopiclone ou zolpidem à posologie minimale efficace pendant maximum 4 semaines./Pour l'anxiété : Privilégier une benzodiazépine à demi-vie courte (Oxazépam 10mg si besoin).]",RCP du médicament,Unchecked,1,1,1,1,0,0,0,0,0,0,1,0
Hydroxyzine [ATARAX],Contrôle des intéractions médicamenteuses :,Co-prescription médicaments torsadogènes :,"Médicament torsadogène contre-indiqué chez ce patient traité avec un autre médicament torsadogène : [Indiquer lequel]. Préconiser l’arrêt immédiat de l’hydroxyzine. Si un traitement pharmacologique est nécessaire, privilégier un traitement par [Pour l'insomnie : zopiclone ou zolpidem à posologie minimale efficace pendant maximum 4 semaines./Pour l'anxiété : Privilégier une benzodiazépine à demi-vie courte (Oxazépam 10mg si besoin).]",Thesaurus de l'ANSM (Oct 2020),Unchecked,1,1,1,1,0,0,0,0,0,0,1,0
Hydroxyzine [ATARAX],Contrôle des intéractions médicamenteuses :,Co-prescription médicaments anticholinergiques :,"Attention ! La co-prescription du [Inserer le nom du médicament], autre médicament anticholinergique, expose à une  addition des effets atropiniques périphériques (constipation, rétention urinaire, trouble de l’accommodation , tachycardie) et centraux (troubles confusionnels). À proscrire chez la personne âgée. Réévaluer la balance bénéfice-risque et préconiser l'arrêt d'un de ces 2 médicaments.","Thesaurus de l'ANSM (Oct 2020), Beers List 2019 American Geriatrics Society, REMEDI[e]S Limoge CRPV",Unchecked,1,1,1,1,0,0,0,0,0,0,1,0
Hydroxyzine [ATARAX],Contrôle des intéractions médicamenteuses :,Co-prescription anticholinestérasiques :,"Attention ! La co-prescription d'un anticholinestérasique [Indiquer lequel] avec ce médicament anticholinergique expose, d'une part, à un risque de diminution de l'efficacité de l'anticholinestérasique par antagonisme des récepteurs de l'acétylcholine par l'action anticholinergique de la disopyramide. D'autre part, les anticholinestérasiques sont bradycardisants, augmentant le risque de torsade de pointe avec l'hydroxyzine. À réévaluer.",Thesaurus de l'ANSM (Oct 2020),Unchecked,1,1,1,1,0,0,0,0,0,0,1,0
Beclomethasone/Formoterol [INNOVAIR],Contrôle des indications et stratégie thérapeutique :,Antécédent d'asthme ou de BPCO :,Prise en charge continu de l'asthme persistant ou de la BPCO sévère. A reprendre.,RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Imiquimod [ALDARA],Contrôle des indications et stratégie thérapeutique :,Antécédent de kératose ou de carcinomes baso-cellulaires :,"Prise en charge topique de condylomes, de petits carcinomes baso-cellulaires superficiels ou de kératose actiniques. À poursuivre.",RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Imipramine [ANAFRANIL / DEFANYL / QUITAXON],Contrôle des indications et stratégie thérapeutique :,Aucun antécédent retrouvé dans le dossier médical :,"Traitement de 2nd intention, voir 3ème, dans les épisodes dépressifs majeurs caractérisés (selon le DSM-V) ou prise en charge de douleurs neuropathiques. Pas d’antécédent dans le dossier médical. Médicament anticholinergique (avec effets périphériques et centraux), cardiotoxique (effet stabilisant de membrane) sédatif et à risque d’hypotension orthostatique (activité alpha1 bloquante) et par conséquent, de chute. Revoir l’indication et la balance bénéfice-risque.","RCP du médicament, Beers List 2019 American Geriatrics Society, REMEDI[e]S Limoge CRPV",Unchecked,1,0,1,1,0,0,0,1,1,0,1,0
Imipramine [ANAFRANIL / DEFANYL / QUITAXON],Contrôle des indications et stratégie thérapeutique :,Antécédent d'épisode dépressif majeur : ,"Traitement de 2ème ou 3ème intention des épisodes dépressifs majeurs caractérisés (selon le DSM-V) résistantes. Médicament inapproprié chez la personne âgée : Médicament anticholinergique (avec effets périphériques et centraux), cardiotoxique (effet stabilisant de membrane), sédatif (antagoniste H1 central) et à risque d’hypotension orthostatique (activité alpha1 bloquante) et par conséquent, de chutes. Revoir la balance bénéfice-risque (si possible privilégier la Sertraline ou la Miansérine).","RCP du médicament, Beers List 2019 American Geriatrics Society, REMEDI[e]S Limoge CRPV",Unchecked,1,0,1,1,0,0,0,1,1,0,1,0
Imipramine [ANAFRANIL / DEFANYL / QUITAXON],Contrôle des indications et stratégie thérapeutique :,Antécédent de douleurs neuropathiques : ,"Prise en charge des douleurs neuropathiques. Médicament inapproprié chez la personne âgée : Médicament anticholinergique (avec effets périphériques et centraux), cardiotoxique (effet stabilisant de membrane), sédatif (antagoniste H1 central) et à risque d’hypotension orthostatique (activité alpha1 bloquante) et par conséquent, de chutes. Revoir la balance bénéfice-risque (si possible privilégier la Gabapentine).","RCP du médicament, Beers List 2019 American Geriatrics Society, REMEDI[e]S Limoge CRPV",Unchecked,1,0,1,1,0,0,0,1,1,0,1,0
Imipramine [ANAFRANIL / DEFANYL / QUITAXON],Contrôle des contre-indications et précautions d'emplois :,Antécédent épilepsie :,Attention ! Médicament abaissant le seuil épileptogène. Réévaluer la balance bénéfice/risque en cas d'apparition ou d'augmentation des crises épileptiques malgré le traitement de fond. ,RCP du médicament,Unchecked,1,0,1,1,0,0,0,1,1,0,1,0
Imipramine [ANAFRANIL / DEFANYL / QUITAXON],Contrôle des contre-indications et précautions d'emplois :,"Antécédent d'hypertrophie bénigne de la prostate (co-prescription d'alfusozine, tamsulosine, permixon, tadenan, finastéride, dutastéride ou combodart) :","Médicament anticholinergique contre-indiqué chez ce patient atteint d’une hypertrophie bénigne de la prostate. Préconiser l’arrêt de l'imipramine. Si un traitement pharmacologique est nécessaire, privilégier un traitement antidépresseur dépourvu de propriétés anticholinergiques tel que la Sertraline (meilleur rapport bénéfice-risque chez la personne âgée).","RCP du médicament, REMEDI[e]S Limoge CRPV",Unchecked,1,0,1,1,0,0,0,1,1,0,1,0
Imipramine [ANAFRANIL / DEFANYL / QUITAXON],Contrôle des contre-indications et précautions d'emplois :,Antécédent de glaucome à angle fermé :,"Médicament anticholinergique contre-indiqué chez ce patient présentant un antécédent de glaucome à angle fermé. Préconiser l’arrêt de l'imipramine. Si un traitement pharmacologique est nécessaire, privilégier un traitement antidépresseur dépourvu de propriétés anticholinergiques tel que la Sertraline (meilleur rapport bénéfice-risque chez la personne âgée).","RCP du médicament, REMEDI[e]S Limoge CRPV",Unchecked,1,0,1,1,0,0,0,1,1,0,1,0
Imipramine [ANAFRANIL / DEFANYL / QUITAXON],Contrôle des contre-indications et précautions d'emplois :,Patient admis aux urgences pour globe vésical :,"Médicament anticholinergique contre-indiqué chez ce patient admis aux urgencess pour globe vésical. Préconiser l’arrêt de l'imipramine. Si un traitement pharmacologique est nécessaire, privilégier un traitement antidépresseur dépourvu de propriétés anticholinergiques tel que la Sertraline (meilleur rapport bénéfice-risque chez la personne âgée).",RCP du médicament,Unchecked,1,0,1,1,0,0,0,1,1,0,1,0
Imipramine [ANAFRANIL / DEFANYL / QUITAXON],Contrôle des intéractions médicamenteuses :,Co-prescription tramadol/lithium/millepertuis :,"Attention, le risque de syndrome sérotoninergique (rare mais grave) est majoré avec le [tramadol/lithium/millepertuis]. Préconiser l’arrêt du [tramadol/millepertuis].","Thesaurus de l'ANSM (Oct 2020), REMEDI[e]S Limoge CRPV",Unchecked,1,0,1,1,0,0,0,1,1,0,1,0
Imipramine [ANAFRANIL / DEFANYL / QUITAXON],Contrôle des intéractions médicamenteuses :,Co-prescription médicaments anticholinergiques (voir listes des anticholinergiques) :,"Attention ! La co-prescription du [Inserer le nom du médicament], autre médicament anticholinergique, expose à une  addition des effets atropiniques périphériques (constipation, rétention urinaire, trouble de l’accommodation , tachycardie) et centraux (troubles confusionnels). À proscrire chez la personne âgée. Réévaluer la balance bénéfice-risque et préconiser l'arrêt d'un de ces 2 médicaments.","Thesaurus de l'ANSM (Oct 2020), Beers List 2019 American Geriatrics Society, REMEDI[e]S Limoge CRPV",Unchecked,1,0,1,1,0,0,0,1,1,0,1,0
Imipramine [ANAFRANIL / DEFANYL / QUITAXON],Contrôle des intéractions médicamenteuses :,Co-prescription anticholinestérasiques :,Attention ! La co-prescription d'un anticholinestérasique [Indiquer lequel] avec ce médicament anticholinergique expose à un risque de diminution de l'efficacité de l'anticholinestérasique par antagonisme des récepteurs de l'acétylcholine par l'action anticholinergique de l'imipramine. À réévaluer.,Thesaurus de l'ANSM (Oct 2020),Unchecked,1,0,1,1,0,0,0,1,1,0,1,0
Indapamide [FLUDEX],Contrôle des indications et stratégie thérapeutique :,Antécédent d’HTA :,Prise en charge de l’HTA. Attention médicament hypokaliémiant. Rappel objectif tensionnel : 140/90 mmHg voire 150/90 mmHg pour perfusion cérébrale. À poursuivre.,RCP du médicament,Unchecked,0,0,0,0,1,0,0,0,0,0,0,0
Indapamide [FLUDEX],Contrôle des contre-indications et précautions d'emplois :,DFG < 30 ml/min :,"Attention ! Médicament contre-indiqué chez ce patient avec un DFG inférieur à 30 ml/min. En cas d'insuffisance rénale sévère, seul le furosémide 500 mg est indiqué.",RCP du médicament,Unchecked,0,0,0,0,1,0,0,0,0,0,0,0
Indapamide [FLUDEX],Contrôle des contre-indications et précautions d'emplois :,Hypokaliémie :,"Attention ! La kaliémie du patient est inférieur à 3,5 mmol/L. L'indapamide ne doit pas être administrer jusqu'à la correction de la kaliémie. ",RCP du médicament,Unchecked,0,0,0,0,1,0,0,0,0,0,0,0
Indapamide [FLUDEX],Contrôle des contre-indications et précautions d'emplois :,Insuffisance héptique sévère :,Attention ! L'indapamide est contre-indiqué en cas d'insuffisance hépatique sévère. Préconiser l'arrêt de l'indapamide en privilégiant l'hydrochlorothiazide qui n'est pas métabolisé au niveau hépatique.,RCP du médicament,Unchecked,0,0,0,0,1,0,0,0,0,0,0,0
Insuline [NOVORAPID / ABASAGLAR / NOVOMIX / TOUJEO / LEVMIR / LANTUS / INSULATARD / ACTRAPID / FIASP / APIDRA / HUMALOG / LYUMJEV / TRESIBA],Contrôle des indications et stratégie thérapeutique :,Antécédent de diabète de type 1 :,Prise en charge du diabète de type 1. À poursuivre.,RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,1
Insuline [NOVORAPID / ABASAGLAR / NOVOMIX / TOUJEO / LEVMIR / LANTUS / INSULATARD / ACTRAPID / FIASP / APIDRA / HUMALOG / LYUMJEV / TRESIBA],Contrôle des indications et stratégie thérapeutique :,Antécédent de diabète de type 2 (DNID) :,"Prise en charge du DNID. Médicament à risque d'hypoglycémie et, par conséquent, de chutes. Rappel : l’objectif HbA1c est de 7% mais peut être fixé à 8% voire 9% pour la personne âgée en cas de polypathologie chronique évoluée. À poursuivre.",RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,1
Insuline [NOVORAPID / ABASAGLAR / NOVOMIX / TOUJEO / LEVMIR / LANTUS / INSULATARD / ACTRAPID / FIASP / APIDRA / HUMALOG / LYUMJEV / TRESIBA],Contrôle des contre-indications et précautions d'emplois :,IMC > 35 :,Médicament responsable d'une prise de poids [Indiquer l'IMC du patient].,RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,1
Irbesartan [APROVEL],Contrôle des indications et stratégie thérapeutique :,Antécédent d’HTA (seule ou en association fixe COAPROVEL) :,Prise en charge de l’HTA. Attention médicament hyperkaliémiant. Rappel objectif tensionnel : 140/90 mmHg voire 150/90 mmHg pour perfusion cérébrale. A reprendre.,RCP du médicament,Unchecked,0,0,0,0,0,1,0,0,0,0,0,0
Irbesartan [APROVEL],Contrôle des indications et stratégie thérapeutique :,Antécédent de néphropathie glomérulaire diabétique (diabète de type II) :,Prise en charge de la néphropathie glomérulaire diabétique. Attention médicament hyperkaliémiant. A reprendre.,RCP du médicament,Unchecked,0,0,0,0,0,1,0,0,0,0,0,0
Irbesartan [APROVEL],Contrôle des intéractions médicamenteuses :,Co-prescription Lithium :,La vasodilatation de l’artériole rénale efférente par l’irbésartan est responsable d’une insuffisance rénale pouvant augmenter les concentrations de lithium et mener à un surdosage faisant ainsi l’objet d’une association déconseillée entre l’irbésartan et le lithium (Thésaurus de l’ANSM 2020).,Thesaurus de l'ANSM (Oct 2020),Unchecked,0,0,0,0,0,1,0,0,0,0,0,0
Irbesartan [APROVEL],Contrôle des intéractions médicamenteuses :,"Co-prescription d’AINS, Colchicine et Digoxine :",La vasodilatation de l’artériole rénale efférente par l’irbésartan est responsable d’une insuffisance rénale nécessitant une précaution d’emploi avec [la digoxine/la colchicine/les AINS].,Thesaurus de l'ANSM (Oct 2020),Unchecked,0,0,0,0,0,1,0,0,0,0,0,0
Irbesartan [APROVEL],Contrôle des intéractions médicamenteuses :,Co-prescription d’un IEC :,"Attention ! Co-prescription d’un autre médicament inhibant le système rénine-angiotensine : [Nom du médicament]. Risque d’insuffisance rénale et d’hyperkaliémie, d’hypotension et de syncopes, sans effet bénéfique prouvé sur la réduction de la mortalité cardio?vasculaire. ","Thesaurus de l'ANSM (Oct 2020), REMEDI[e]S Limoge CRPV",Unchecked,0,0,0,0,0,1,0,0,0,0,0,0
Isosorbide,Contrôle des indications et stratégie thérapeutique :,(À TRAITER),(À TRAITER),RCP du médicament,Unchecked,0,0,0,0,0,0,0,1,0,0,0,0
Ispaghul [TRANSILANE],Contrôle des indications et stratégie thérapeutique :,Par défaut :,Prise en charge symptomatique de la constipation. A reprendre si besoin.,RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Ivabradine,Contrôle des indications et stratégie thérapeutique :,(À TRAITER),(À TRAITER),RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Poudre d’opium/Paracetamol [IZALGI],Contrôle des indications et stratégie thérapeutique :,Par défaut :,"Antalgiques de palier 2 à proscrire chez le sujet âgé. Préconiser un palier 1 (Paracétamol 1g si plus de 50 kg 3 fois par jour en systématique , sinon prise de 500 mg). Si besoin, privilégier le palier 3 (morphiniques) avec co-prescription de laxatif.",RCP du médicament,Unchecked,0,0,0,0,0,1,0,0,0,0,0,0
Poudre d’opium/Cafeine/Paracetamol [LAMALINE],Contrôle des indications et stratégie thérapeutique :,Par défaut :,"Antalgiques de palier 2 à proscrire chez le sujet âgé. Préconiser un palier 1 (Paracétamol 1g si plus de 50 kg 3 fois par jour en systématique , sinon prise de 500 mg). Si besoin, privilégier le palier 3 (morphiniques) avec co-prescription de laxatif.",RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Labetalol [TRANDATE],Contrôle des indications et stratégie thérapeutique :,Antécédent d'HTA :,"Prise en charge de l'HTA (seule indication). Bêta-bloquant non cardiosélectif et sans ASI (= asthénie et effet bradycardisant au repos plus important) et avec activité alpha bloquante (= hypotension orthostatique = risque de chute). Si patient atteint d'un syndrome de Raynaud ou d'une artérite, à poursuivre, sinon, privilégier les bétabloquants cardiosélectifs et avec ASI (acébutolol, céliprolol). Préconiser une diminution à la plus petite posologie avant le switch vers un autre bêta-bloquant.",RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Labetalol [TRANDATE],Contrôle des contre-indications et précautions d'emplois :,Patient présentant une bradycardie (FC < 55 batt/min) :,"Fréquence cardiaque à ... batt/min. Préconiser de revoir la posologie du bêta-bloquant ou de privilégier un traitement par bêta-bloquant avec ASI (ex : Pindolol ou, si antécédent d'asthme ou de BPCO légère à modéré : Acébutolol). ",RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Labetalol [TRANDATE],Contrôle des contre-indications et précautions d'emplois :,Antécédent d’asthme ou de BPCO :,"Attention médicament contre-indiqué en cas d’asthme ou de BPCO. Si l’asthme la BPCO est légère à modéré privilégier les bêta-bloquant cardioséléctifs. En cas de contre-indication aux bêta-bloquants, le Vérapamil est indiqué dans le post-infarctus et la fibrillation auriculaire sans insuffisance cardiaque. En cas d’HTA, privilégier un Inhibiteur calcique non bradycardisant (Amlodipine ou Lercanidipine). En cas de fibrillation auriculaire symptomatique avec insuffisance cardiaque, privilégier l’amiodarone.",RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Labetalol [TRANDATE],Contrôle des contre-indications et précautions d'emplois :,Antécédent de bloc auriculo-ventriculaire du 2ème ou 3ème degré appareillé ou non appareillé :,"Attention médicament contre-indiqué en cas bloc auriculo-ventriculaire du 2ème ou 3ème degré appareillé ou non appareillé. En cas de contre-indication aux bêta-bloquants, le Vérapamil (UNIQUEMENT si le patient dispose d'un pacemaker) est indiqué dans le post-infarctus et la fibrillation auriculaire sans insuffisance cardiaque. En cas d’HTA, privilégier un Inhibiteur calcique non bradycardisant (Amlodipine ou Lercanidipine). En cas de fibrillation auriculaire symptomatique avec insuffisance cardiaque, privilégier l’amiodarone.",RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
