Index,Category,Condition,Paragraphe,Source,Anticholinergics,Charge anticholinergique centrale,Charge anticholinergique périphérique,Torsadogène,Dépresseur_SNC,Médicam inapprop,Hypok,HyperK,Bradycardisant,HypoT_Ortho,Pro_convul,Inducteur_enz,Anticholinergic_Central,Hypoglycemia
Levetiracetam [KEPPRA],Contrôle des posologies :,Posologie > 750 mg 2 fois/j et 30 < DFG < 50 ml/min :,Attention avec un DFG inférieur à 50 ml/min la posologie maximal préconisé est de 750 mg deux fois par jour.,Réglé,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Levetiracetam [KEPPRA],Contrôle des posologies :,Posologie > 500 mg 2 fois/j et DFG < 30 ml/min :,Attention avec un DFG inférieur à 30 ml/min la posologie maximal préconisé est de 500 mg deux fois par jour.,Réglé,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Levetiracetam [KEPPRA],Contrôle des posologies :,Posologie ≠ 500 ou 1000 mg 1 fois/j chez le patient hémodialysé :,Attention chez le patient hémodialysé la posologie recommandé est de [500/1000 mg] une seule fois par jour.,Réglé,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Levocetirizine [XYZALL],0,Antécédent de rhinite allergique ou d’urticaire :,Prise en charge de la rhinite allergique ou de l’urticaire. A reprendre.,(À TRAITER),0,1,0,0,0,0,0,0,0,0,0,0,0,0
Levomepromazine [NOZINAN],Contrôle des indications :,Antécédent de schizophrénie :,"Prise en charge de la schizophrénie. Médicament cardiotoxique (allongement du QT), anticholinergique, antiadrénergique et antihistaminique centrale déconseillée chez les sujets âgés qui, du fait d'une plus grande sensibilité, présentent un risque accru d'hypotension orthostatique, de vertiges, de sédation, de confusion, d'effets extrapyramidaux avec troubles de la marche, le tout majorant le risque de chute. Privilégier les neuroleptiques atypiques (ex : Aripiprazole) qui ont moins de risques.",Réglé,1,2,2,0,1,1,0,0,0,1,1,0,1,0
Levomepromazine [NOZINAN],Contrôle des indications :,Sans antécédent de schizophrénie :,"Médicament cardiotoxique (allongement du QT), anticholinergique, antiadrénergique et antihistaminique centrale déconseillée chez les sujets âgés qui, du fait d'une plus grande sensibilité, présentent un risque accru d'hypotension orthostatique, de vertiges, de sédation, de confusion, d'effets extrapyramidaux avec troubles de la marche, le tout majorant le risque de chute. À éviter chez le sujet âgé.",Réglé,1,2,2,0,1,1,0,0,0,1,1,0,1,0
Levomepromazine [NOZINAN],Contrôle des contre-indications et précautions d'emplois :,"Antécédent d'hypertrophie bénigne de la prostate (co-prescription d'alfusozine, tamsulosine, permixon, tadenan, finastéride, dutastéride ou combodart) :","Médicament anticholinergique contre-indiqué chez ce patient atteint d’une hypertrophie bénigne de la prostate. Préconiser l’arrêt de la phénothiazine. Si un traitement pharmacologique est nécessaire, privilégier un neuroleptique atypique (ex: Aripiprazole).",Réglé,1,2,2,0,1,1,0,0,0,1,1,0,1,0
Levomepromazine [NOZINAN],Contrôle des contre-indications et précautions d'emplois :,Antécédent de glaucome à angle fermé :,"Médicament anticholinergique contre-indiqué chez ce patient présentant un antécédent de glaucome à angle fermé. Préconiser l’arrêt de la phénothiazine. Si un traitement pharmacologique est nécessaire, privilégier un neuroleptique atypique (ex: Aripiprazole).",Réglé,1,2,2,0,1,1,0,0,0,1,1,0,1,0
Levomepromazine [NOZINAN],Contrôle des contre-indications et précautions d'emplois :,Patient admis aux urgences pour globe vésical :,"Médicament anticholinergique contre-indiqué chez ce patient admis aux urgencess pour globe vésical. Préconiser l’arrêt de la phénothiazine. Si un traitement pharmacologique est nécessaire, privilégier un neuroleptique atypique (ex: Aripiprazole).",Réglé,1,2,2,0,1,1,0,0,0,1,1,0,1,0
Levomepromazine [NOZINAN],Contrôle des contre-indications et précautions d'emplois :,Antécédent d'épilepsie :,Attention ! Médicament abaissant le seuil épileptogène. Réévaluer la balance bénéfice/risque en cas d'apparition ou d'augmentation des crises épileptiques malgré le traitement de fond. ,Réglé,1,2,2,0,1,1,0,0,0,1,1,0,1,0
Levomepromazine [NOZINAN],Contrôle des contre-indications et précautions d'emplois :,"PNN < 0,5 g/L ou antécédent d'agranulocytose :",Attention ! Il est documenté que les phénothiazines sont responsables d'agranulocytose. Préconiser l'arrêt de la phénothiazine en privilégiant un antipsychotique dépourvus du risque d'agranulocytose (ex : Aripiprazole). ,Réglé,1,2,2,0,1,1,0,0,0,1,1,0,1,0
Levomepromazine [NOZINAN],Contrôle des contre-indications et précautions d'emplois :,Antécédent de maladie de Parkinson :,"Attention ! Ce médicament antidopaminergique centrale est contre-indiqué chez les patients Parkinsionien du fait d'un risque d'inefficacité  médicamenteuse du traitement dopaminergique et d'aggravation des symptômes. Privilégier, en l'absence de contre-indication, un traitement par Dompéridone.",Réglé,1,2,2,0,1,1,0,0,0,1,1,0,1,0
Levomepromazine [NOZINAN],Contrôle des intéractions médicamenteuses :,Co-prescription anticholinergiques antiparkinsoniens :,"Les phénothiazines étant anticholinergiques, l'ajout d'un anticholinergique antiparkinsonien est peu efficace pour corriger les symptômes extrapyramidaux et est à risque de syndrome anticholinergique (syndrome confusionnel, constipation à risque de fécalome, tachycardie sinusale, sécheresse buccale, rétention urinaire, etc. .). ",Réglé,1,2,2,0,1,1,0,0,0,1,1,0,1,0
Levomepromazine [NOZINAN],Contrôle des intéractions médicamenteuses :,Co-prescription médicaments anticholinergiques (voir listes des anticholinergiques) :,"Attention ! La co-prescription du [Inserer le nom du médicament], autre médicament anticholinergique, expose à une   addition des effets atropiniques périphériques (constipation, rétention urinaire, trouble de l’accommodation  , tachycardie) et centraux (troubles confusionnels). À proscrire chez la personne âgée. Réévaluer la balance bénéfice-risque et préconiser l'arrêt d'un de ces 2 médicaments.",Réglé,1,2,2,0,1,1,0,0,0,1,1,0,1,0
Levomepromazine [NOZINAN],Contrôle des intéractions médicamenteuses :,Co-prescription anticholinestérasiques :,Attention ! La co-prescription d'un anticholinestérasique [Indiquer lequel] avec ce médicament anticholinergique expose à un risque de diminution de l'efficacité de l'anticholinestérasique par antagonisme des récepteurs de l'acétylcholine par l'action anticholinergique de la phénothiazine. À réévaluer.,Réglé,1,2,2,0,1,1,0,0,0,1,1,0,1,0
Levomepromazine [NOZINAN],Contrôle des intéractions médicamenteuses :,Co-prescription dopaminergique  :,"Antagonisme réciproque du dopaminergique et des neuroleptiques au niveau du SNC. Le dopaminergique peut provoquer ou aggraver les troubles psychotiques et le neuroleptique peut aggraver les symptômes parkinsoniens. Rappel : en cas de nécessité de traiter des troubles psychotiques chez le patient parkinsonien, seule la clozapine est indiquée  .",Réglé,1,2,2,0,1,1,0,0,0,1,1,0,1,0
Levomepromazine [NOZINAN],Contrôle des intéractions médicamenteuses :,"Co-prescription neuroleptique caché (métoclopramide,métopimazine, alimémazine, oxomemazine, prométhazine, flunarizine, buspirone, amoxapine) :",Attention ! La co-prescription de plusieurs antidopaminergiques est sujet à l'augmentation du risque de syndrome malin des neuroleptiques (rare mais très grave). À prendre en compte. ,Réglé,1,2,2,0,1,1,0,0,0,1,1,0,1,0
Levomepromazine [NOZINAN],Contrôle des intéractions médicamenteuses :,Co-prescription de médicament torsadogène (voir liste des torsadogènes) :,"Attention médicament torsadogène [contre-indiqué avec le [Citalopram, Escitalopram, Dompéridone, Hydroxyzine][déconseillé avec les autres torsadogènes de la liste de l'ANSM] à cause du risque d’allongement du QT menant à une torsade de pointe.",Réglé,1,2,2,0,1,1,0,0,0,1,1,0,1,0
Levothyroxine [LEVOTHYROX / L-THYROXIN HENNING],Contrôle des indications :,Antécédent d'hypothyroïdie :,Prise en charge de l’hypothyroïdie. À reprendre.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0,0,0,0
Levothyroxine [LEVOTHYROX / L-THYROXIN HENNING],Contrôle des intéractions médicamenteuses :,Co-prescription sels de fer ou calcium le matin ou sans précision dans la journée :,Attention ! Les sels de fer ou de calcium peuvent diminuer l'absorption digestive de la lévothyroxine. Préconiser une administration des de fer ou de calcium le midi ou le soir.,Réglé,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Levothyroxine [LEVOTHYROX / L-THYROXIN HENNING],Contrôle des intéractions médicamenteuses :,"Co-prescription anticonvulsivant inducteur enzymatique (phenobarbital, primidone, (fos)phenytoïne, carbamazépine) :","Attention ! Les anticonvulsivants inducteurs enzymatiques peuvent réduire les concentrations plasmatiques d'hormones thyroïdiennes, via une induction enzymatique, nécessitant une augmentation de la posologie de lévothyroxine. Un contrôle de la fonction thyroïdienne est recommandé à l'instauration et à l'ajustement des posologies de l'anticonvulsivant inducteur enzymatique.",Réglé,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lidocaïne [VERSATIS],0,Antécédent de zona :,Prise en charge symptomatique des douleurs neuropathiques post-zostérienne. À poursuivre.,Réglé,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liraglutide [VICTOZA],0,Antécédent de diabète de type 2 :,Prise en charge du DNID. À poursuivre.,Réglé,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loratadine [CLARITYNE],0,Antécédent de rhinite allergique ou d’urticaire :,Prise en charge de la rhinite allergique ou de l’urticaire. A reprendre.,(À TRAITER),0,0,2,0,0,0,0,0,0,0,0,0,0,0
Losartan [COZAAR],Contrôle des indications :,"Antécédent d’HTA (seul ou en association fixe FORTZAAR, HYZAAR) :",Prise en charge de l’HTA. Attention médicament hyperkaliémiant. Rappel objectif tensionnel : 140/90 mmHg voire 150/90 mmHg pour perfusion cérébrale. A reprendre.,(À TRAITER),0,0,0,0,0,0,0,1,0,0,0,0,0,0
Losartan [COZAAR],Contrôle des indications :,Antécédent d’insuffisance cardiaque + stratégie thérapeutique complète :,"Prise en charge de l’insuffisance cardiaque [Si possible indiqué le % de FEVG ou la classe NYHA)] en cas d’intolérance ou de contre-indication aux IEC. Attention, médicament hyperkaliémiant. A reprendre.",Réglé,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Losartan [COZAAR],Contrôle des indications :,Antécédent d’insuffisance cardiaque + stratégie thérapeutique incomplète :,"Prise en charge de l’insuffisance cardiaque [Si possible indiqué le % de FEVG ou la classe NYHA)] en cas d’intolérance ou de contre-indication aux IEC. Attention, médicament hyperkaliémiant. Stratégie thérapeutique incomplète. Pour réduire le risque d’hospitalisation et de décès, préconiser, en l'absence de contre-indication, l’instauration d’un Bêta-bloquant indiqué dans l'insuffisance cardiaque, d’un antagoniste aux minéralocorticoïdes (Spironolactone ou Eplérenone) sauf si DFG < 30ml/min et d’un inhibiteur de SGLT2 (Dapagliflozine ou Empagliflozine) [ECS Heart failures Guidelines 2021].",Réglé,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Losartan [COZAAR],Contrôle des indications :,ATCD de néphropathie glomérulaire diabétique chez diabète de type II :,"Prise en charge de la néphropathie glomérulaire diabétique avec protéinurie supérieur ou égale à 0,5 g/jour. Attention médicament hyperkaliémiant. A reprendre.",(À TRAITER),0,0,0,0,0,0,0,1,0,0,0,0,0,0
Losartan [COZAAR],Contrôle des intéractions médicamenteuses :,Co-prescription de Lithium :,La vasodilatation de l’artériole rénale efférente par le losartan est responsable d’une insuffisance rénale pouvant augmenter les concentrations de lithium et mener à un surdosage faisant ainsi l’objet d’une association déconseillée entre l’irbésartan et le lithium (Thésaurus de l’ANSM 2020).,(À TRAITER),0,0,0,0,0,0,0,1,0,0,0,0,0,0
Losartan [COZAAR],Contrôle des intéractions médicamenteuses :,"Co-prescription de AINS, Colchicine et Digoxine :",La vasodilatation de l’artériole rénale efférente par le losartan est responsable d’une insuffisance rénale nécessitant une précaution d’emploi avec [la digoxine/la colchicine/les AINS].,(À TRAITER),0,0,0,0,0,0,0,1,0,0,0,0,0,0
Losartan [COZAAR],Contrôle des intéractions médicamenteuses :,Co-prescription d’un IEC :,"Attention ! Co-prescription d’un autre médicament inhibant le système rénine-angiotensine : [Nom du médicament]. Risque d’insuffisance rénale et d’hyperkaliémie, d’hypotension et de syncopes, sans effet bénéfique prouvé sur la réduction de la mortalité cardio‐vasculaire. ",(À TRAITER),0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lorazepam [TEMESTA],Contrôle des indications :,Prise uniquement au coucher :,"Prise en charge de l’insomnie. Médicament à l’origine de troubles cognitifs, confusionnels et de chutes (Effet myorelaxant + altération de l'équilibre). Rappel : Le traitement médicamenteux de l’insomnie doit être de courte durée (comprenant la phase d’arrêt progressif) afin d’éviter un risque d’abus et de dépendance, ainsi qu’à la tolérance pharmacologique qui augmente avec la durée du traitement.",Réglé,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Lorazepam [TEMESTA],Contrôle des indications :,Prises réparties dans la journée sans antécédent d’anxiété :,"Prise en charge symptomatique des manifestations anxieuses sévères et/ou invalidantes. Pas d’ATCD dans le dossier médical. Médicament à l’origine de troubles cognitifs, confusionnels et de chutes (effet myorelaxant + altération de l'équilibre). Privilégier la posologie minimale efficace. Attention au risque d’abus et de dépendance, ainsi qu’à la tolérance pharmacologique qui nécessite d’augmenter toujours plus les doses afin de retrouver un effet anxiolytique.",Réglé,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Lorazepam [TEMESTA],Contrôle des indications :,Antécédent de sevrage alcoolique :,"Prévention et traitement du delirium tremens et des autres manifestations du sevrage alcoolique. Attention Médicament à l’origine de troubles cognitifs, confusionnels et de chutes (effet myorelaxant + altération de l'équilibre) ainsi qu’à risque d'abus et de dépendance. À reprendre.",Réglé,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Lorazepam [TEMESTA],Contrôle des posologies :,Poso > 3 mg/jour :,"Prise en charge symptomatique des manifestations anxieuses sévères et/ou invalidantes. Pas de preuve d’efficacité supérieure aux doses supérieurs à 3 mg/j avec majoration des troubles cognitifs et confusionnels et majoration du risque de chute. Privilégier la posologie minimale efficace. Attention au risque d’abus et de dépendance, ainsi qu’à la tolérance pharmacologique qui nécessite d’augmenter toujours plus les doses afin de retrouver un effet anxiolytique.",Réglé,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Lorazepam [TEMESTA],Contrôle des contre-indications et précautions d'emplois :,Prises réparties dans la journée et antécédent de troubles cognitifs :,"Prise en charge symptomatique des manifestations anxieuses sévères et/ou invalidantes. Patient aux antécédents de troubles cognitifs : Risque d’aggravation des troubles cognitifs et/ou apparition d’un syndrome confusionnel par la benzodiazépine avec risque de chutes. Préconiser un arrêt progressif en privilégiant, en cas de nécessité d’une approche pharmacologique, pour une anxiété chronique (évoluant depuis au moins 6 mois) : un traitement de fond par antidépresseurs (Sertraline ou Miansérine).",Réglé,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Lorazepam [TEMESTA],Contrôle des contre-indications et précautions d'emplois :,Antécédent de syndrome d'apnée obstructif du sommeil (SAOS) et prise le soir ou au couché :,Attention ! Les benzodiazépines sont contre-indiqués chez les patients aux antécédents de syndrome d'apnée obstructif du sommeil (SAOS). Préconiser un arrêt PROGRESSIF de la benzodiazépine.,Réglé,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Lorazepam [TEMESTA],Contrôle des contre-indications et précautions d'emplois :,Antécédent de myasthénie :,Attention ! Avec leur composante myorelaxante les benzodiazépines sont contre-indiqués chez les patients (notamment les personnes âgées) aux antécédents de myasthénie. Préconiser un arrêt PROGRESSIF de la benzodiazépine.,Réglé,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Lorazepam [TEMESTA],Contrôle des contre-indications et précautions d'emplois :,Patient admis aux urgences pour désorientation ou syndrome confusionnel :,Attention ! Médicament causant ou aggravant le syndrome confusionnel ou la désorientation.,Réglé,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Lorazepam [TEMESTA],Contrôle des contre-indications et précautions d'emplois :,Patient admis aux urgences pour insuffisance respiratoire (PaO2 < 60 mmHg) :,Attention ! Médicament aggravant l’insuffisance respiratoire.,Réglé,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Lorazepam [TEMESTA],Contrôle des intéractions médicamenteuses :,Utilisation concomitante d’une autre benzodiazépine (anxio ou hypno) au même moment de la journée :,"Potentialisation des effets indésirables (troubles cognitifs, syndrome confusionnel, troubles de la vigilance, chutes) sans augmentation de l’efficacité.",Réglé,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Loperamide [IMODIUM],0,Antcécédent de diarrhée :,"Prise en charge de la diarrhée. Médicament à effets indésirables morphiniques (somnolence, confusion, vertiges, fécalome) et majoration du risque infectieux en cas de diarrhée infectieuse par ralentissement du transit. Privilégier la diosmectite ou le racécadotril.",(À TRAITER),0,1,2,0,0,0,0,0,0,0,0,0,0,0
Loprazolam [HAVLANE],Contrôle des posologies :,Avec la mention « 1 comprimé au coucher » :,"Prise en charge de l’insomnie occasionnelle ou transitoire. Pas de preuve d’efficacité supérieure aux doses supérieurs à 0.5 mg/j avec majoration des troubles cognitifs et confusionnels, ainsi que du risque de chute. Préconiser une diminution de la posologie de moitié chez le sujet âgé (comprimé sécable). Rappel : Le traitement médicamenteux de l’insomnie ne doit pas excéder 4 semaines (comprenant la phase d’arrêt progressif) afin d’éviter une dépendance qui augmente avec la durée du traitement.",Réglé,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Loprazolam [HAVLANE],Contrôle des posologies :,Avec la mention « 1/2 comprimé au coucher » :,Prise en charge de l’insomnie occasionnelle ou transitoire. Rappel : Le traitement médicamenteux de l’insomnie ne doit pas excéder 4 semaines (y compris la phase d’arrêt progressif) afin d’éviter un risque d’abus et de dépendance qui augmente avec la durée du traitement.,Réglé,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loprazolam [HAVLANE],Contrôle des contre-indications et précautions d'emplois :,Antécédent de troubles cognitifs :,"Prise en charge de l’insomnie occasionnelle ou transitoire. Patient aux antécédents de troubles cognitifs : Risque d’aggravation des troubles cognitifs et/ou apparition d’un syndrome confusionnel par les benzodiazépines et apparentés avec risque de chutes. Préconiser un arrêt progressif. Si insomnie primaire (= sans cause somatique, psychique, toxique ou environnementale évidente), privilégier un traitement par Circadin LP 2mg (sauf si insuffisance hépatique) pendant maximum 12 semaines.",Réglé,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loprazolam [HAVLANE],Contrôle des contre-indications et précautions d'emplois :,Patient admis aux urgences pour insuffisance respiratoire (PaO2 < 60 mmHg) :,Attention ! Médicament aggravant l’insuffisance respiratoire.,Réglé,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loprazolam [HAVLANE],Contrôle des contre-indications et précautions d'emplois :,Patient admis aux urgences pour désorientation ou syndrome confusionnel :,Attention ! Médicament causant ou aggravant le syndrome confusionnel ou la désorientation.,Réglé,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loprazolam [HAVLANE],Contrôle des intéractions médicamenteuses :,Co-prescription d’une benzodiazépine anxiolytique le soir :,"Attention ! Co-prescription de 2 benzodiazépines (ou apparentés) au même moment de la journée. Association à risque de potentialisation des effets indésirables (troubles cognitifs, syndrome confusionnel, troubles de la vigilance, chutes) sans augmentation de l’efficacité. Ne pas associer au même moment de la journée.",Réglé,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lormetazepam [NOCTAMIDE],Contrôle des posologies :,A 2 mg :,"Prise en charge de l’insomnie occasionnelle ou transitoire. Pas de preuve d’efficacité supérieure aux doses supérieurs à 1 mg/j avec majoration des troubles cognitifs et confusionnels, ainsi que du risque de chute. Préconiser une diminution de la posologie de moitié chez le sujet âgé (comprimé sécable). Rappel : Le traitement médicamenteux de l’insomnie ne doit pas excéder 4 semaines (comprenant la phase d’arrêt progressif) afin d’éviter une dépendance qui augmente avec la durée du traitement.",Réglé,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lormetazepam [NOCTAMIDE],Contrôle des posologies :,A 1 mg :,Prise en charge de l’insomnie occasionnelle ou transitoire. Rappel : Le traitement médicamenteux de l’insomnie ne doit pas excéder 4 semaines (y compris la phase d’arrêt progressif) afin d’éviter un risque d’abus et de dépendance qui augmente avec la durée du traitement.,Réglé,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lormetazepam [NOCTAMIDE],Contrôle des contre-indications et précautions d'emplois :,Antécédent de troubles cognitifs :,"Prise en charge de l’insomnie occasionnelle ou transitoire. Patient aux antécédents de troubles cognitifs : Risque d’aggravation des troubles cognitifs et/ou apparition d’un syndrome confusionnel par les benzodiazépines et apparentés avec risque de chutes. Préconiser un arrêt progressif. Si insomnie primaire (= sans cause somatique, psychique, toxique ou environnementale évidente), privilégier un traitement par Circadin LP 2mg (sauf si insuffisance hépatique) pendant maximum 12 semaines.",Réglé,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lormetazepam [NOCTAMIDE],Contrôle des contre-indications et précautions d'emplois :,Patient admis aux urgences pour insuffisance respiratoire (PaO2 < 60 mmHg) :,Attention ! Médicament aggravant l’insuffisance respiratoire.,Réglé,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lormetazepam [NOCTAMIDE],Contrôle des contre-indications et précautions d'emplois :,Patient admis aux urgences pour désorientation ou syndrome confusionnel :,Attention ! Médicament causant ou aggravant le syndrome confusionnel ou la désorientation.,Réglé,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lormetazepam [NOCTAMIDE],Contrôle des intéractions médicamenteuses :,Co-prescription d’une benzodiazépine anxiolytique le soir :,"Attention ! Co-prescription de 2 benzodiazépines (ou apparentés) au même moment de la journée. Association à risque de potentialisation des effets indésirables (troubles cognitifs, syndrome confusionnel, troubles de la vigilance, chutes) sans augmentation de l’efficacité. Ne pas associer au même moment de la journée.",Réglé,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Loxapine [LOXAPAC],Contrôle des indications :,AVEC Antécédent de schizophrénie :,"Prise en charge de la schizophrénie. Médicament sujet à l’hypotension orthostatique et, par conséquent, de chute (Vigilance). La posologie minimale efficace doit toujours être recherché sachant que les doses doivent être diminués de moitié chez le sujet âgé. A poursuivre.",(À TRAITER),1,2,2,0,1,0,0,0,0,1,0,0,1,0
Loxapine [LOXAPAC],Contrôle des indications :,SANS Antécédent de schizophrénie :,"Prise en charge d'états psychotiques non schizophréniques chroniques. Rappel : les antipsychotiques exposent à un risque accru d’AVC, d’hypotension orthostatique et syndrome extrapyramidal avec risque de chute et sont responsables d’un taux plus élevé de déclin cognitif et de mortalité chez les sujets atteints de démence. A éviter pour les problèmes comportementaux de la démence ou du délire, sauf lorsqu'il existe un risque de préjudice pour le patient lui-même ou son entourage. ",(À TRAITER),1,2,2,0,1,0,0,0,0,1,0,0,1,0
Loxapine [LOXAPAC],Contrôle des contre-indications et précautions d'emplois :,Antécédent de maladie de Parkinson :,"Attention ! Ce médicament antidopaminergique centrale est contre-indiqué chez les patients Parkinsionien du fait d'un risque d'inefficacité  médicamenteuse du traitement dopaminergique et d'aggravation des symptômes. Privilégier, en l'absence de contre-indication, un traitement par Dompéridone.",Réglé,1,2,2,0,1,0,0,0,0,1,0,0,1,0
Loxapine [LOXAPAC],Contrôle des intéractions médicamenteuses :,Co-prescription dopaminergique  :,"Antagonisme réciproque du dopaminergique et des neuroleptiques au niveau du SNC. Le dopaminergique peut provoquer ou aggraver les troubles psychotiques et le neuroleptique peut aggraver les symptômes parkinsoniens. Rappel : en cas de nécessité de traiter des troubles psychotiques chez le patient parkinsonien, seule la clozapine est indiquée  .",(À TRAITER),1,2,2,0,1,0,0,0,0,1,0,0,1,0
Loxapine [LOXAPAC],Contrôle des intéractions médicamenteuses :,"Co-prescription neuroleptique caché (métoclopramide,métopimazine, alimémazine, oxomemazine, prométhazine, flunarizine, buspirone, amoxapine) :",Attention ! La co-prescription de plusieurs antidopaminergiques est sujet à l'augmentation du risque de syndrome malin des neuroleptiques (rare mais très grave). À prendre en compte. ,(À TRAITER),1,2,2,0,1,0,0,0,0,1,0,0,1,0
Lithium [TERALITHE],0,(À TRAITER),(À TRAITER),(À TRAITER),0,0,1,0,0,0,0,0,0,0,0,0,0,0
Macrogol [MOVICOL],0,Antécédent de constipation :,Prise en charge symptomatique de la constipation. A reprendre si besoin.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maprotiline [LUDIOMIL],0,(À TRAITER),(À TRAITER),(À TRAITER),1,0,0,0,1,1,0,0,0,1,1,0,0,0
Maprotiline [LUDIOMIL],0,A rajouter si patient épileptique :,Attention ! Médicament abaissant le seuil épileptogène. Réévaluer la balance bénéfice/risque en cas d'apparition ou d'augmentation des crises épileptiques malgré le traitement de fond. ,(À TRAITER),1,0,0,0,1,1,0,0,0,1,1,0,0,0
Melatonine [CIRCADIN],0,Antécédent d'insomnie primaire :,Prise en charge à court terme de l'insomnie primaire caractérisée par un sommeil de mauvaise qualité chez des patients de 55 ans ou plus.,Réglé,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huile de paraffine / Lactulose [MELAXOSE],0,Antécédent de constipation :,"Prise en charge symptomatique de la constipation. Attention, l'utilisation prolongée d'huile de paraffine est susceptible de réduire l'absorption des vitamines liposolubles, notamment la vitamine D. Privilégier le lactulose [DUPHALAC] ou le macrogol [MOVICOL].",(À TRAITER),0,0,0,0,0,0,0,0,0,0,0,0,0,0
Memantine [EBIXA],Contrôle des posologies :,Poso < ou = 20mg/jour et DFG < 30 ml/min :,Prise en charge de la forme modérée à sévère de la maladie d'Alzheimer.,Réglé,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Memantine [EBIXA],Contrôle des posologies :,Poso = 20mg/jour et DFG < 30 ml/min :,"Prise en charge de la forme modérée à sévère de la maladie d'Alzheimer. Attention avec un DFG à X ml/min, la posologie doit être réduite de moitié (10 mg/j).",Réglé,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metformine chlorhydrate [GLUCOPHAGE],Contrôle des indications :,Antécédent de diabète de type 2 (DNID) :,Prise en charge du DNID. À poursuivre.,Réglé,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metformine chlorhydrate [GLUCOPHAGE],Contrôle des posologies :,DFG > 59 ml/min OU poso adaptée :,Prise en charge du diabète de type 2. A reprendre.,Réglé,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metformine chlorhydrate [GLUCOPHAGE],Contrôle des posologies :,44 < DFG < 60 ml/min et poso > 2000 mg par jour :,"Prise en charge du diabète de type 2. Avec un DFG de … ml/min, la dose journalière totale maximale est de 2000 mg par jour à cause du risque d’acidose lactique (rare mais très grave). Préconiser une réduction de la dose journalière totale à maximum 2000 mg.",Réglé,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metformine chlorhydrate [GLUCOPHAGE],Contrôle des posologies :,29 < DFG < 45 ml/min et poso > 1000 mg par jour :,"Prise en charge du diabète de type 2. Avec un DFG de … ml/min, la dose journalière totale maximale est de 1000 mg par jour à cause du risque d’acidose lactique (rare mais très grave). Préconiser une réduction de la dose journalière totale à maximum 1000 mg.",Réglé,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metformine chlorhydrate [GLUCOPHAGE],Contrôle des posologies :,0 < DFG < 30 ml/min :,Prise en charge du diabète de type 2. La metformine est contre-indiquée en cas d’insuffisance rénale sévère à cause du risque d’acidose lactique (rare mais très grave). Préconiser l’arrêt du traitement par metformine.,Réglé,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metformine chlorhydrate [GLUCOPHAGE],Contrôle des contre-indications et précautions d'emplois :,Patient admis aux urgences pour décompensation d'une insuffisance cardiaque :,Attention ! La metformine est contre-indiqué en cas de décompensation cardiaque (maladie pouvant entrainer une hypoxie tissulaire). Préconiser un arrêt de la metformine en la reprenant lorsque l'insuffisance cardiaque sera stabilisé.,Réglé,0,0,0,0,0,0,0,0,0,0,0,0,0,0
