Index,Condition,Paragraphe,Charge anticholinergique centrale,Charge anticholinergique périphérique,Torsadogène,Dépresseur_SNC,Médicam inapprop,Hypok,HyperK,Bradycardisant,HypoT_Ortho,Pro_convul
Lorazepam [TEMESTA],Prise uniquement au coucher,Prise en charge de l’insomnie. Médicament à l’origine de troubles cognitifs; confusionnels et de chutes. Rappel : Le traitement médicamenteux de l’insomnie doit être de courte durée (comprenant la phase d’arrêt progressif) afin d’éviter un risque d’abus et de dépendance qui augmente avec la durée du traitement.,0,1,0,1,0,0,0,0,0,0
Lorazepam [TEMESTA],Prise dans la journée sans antécédent d’anxiété,Prise en charge symptomatique des manifestations anxieuses sévères et/ou invalidantes. Pas d’ATCD dans le dossier médical. Médicament à l’origine de troubles cognitifs; confusionnels et de chutes. Privilégier la posologie minimale efficace. Attention au risque d’abus et de dépendance; ainsi qu’à la tolérance pharmacologique qui nécessite d’augmenter toujours plus les doses afin de retrouver un effet anxiolytique.,0,1,0,1,0,0,0,0,0,0
Lorazepam [TEMESTA],Prises réparties dans la journée et antécédent de troubles cognitifs :,Prise en charge symptomatique des manifestations anxieuses sévères et/ou invalidantes. Patient aux antécédents de troubles cognitifs : Risque d’aggravation des troubles cognitifs et/ou apparition d’un syndrome confusionnel par la benzodiazépine avec risque de chutes. Préconiser un arrêt progressif en privilégiant; en cas de nécessité d’une approche pharmacologique; pour une anxiété chronique (évoluant depuis au moins 6 mois) : un traitement de fond par antidépresseurs (Sertraline ou Miansérine).,0,1,0,1,0,0,0,0,0,0
Lorazepam [TEMESTA],Poso > 3 mg/jour,Prise en charge symptomatique des manifestations anxieuses sévères et/ou invalidantes. Pas d’ATCD dans le dossier médical. Pas de preuve d’efficacité supérieure aux doses supérieurs à 3 mg/j avec majoration des troubles cognitifs et confusionnels et majoration du risque de chute. Privilégier la posologie minimale efficace. Attention au risque d’abus et de dépendance; ainsi qu’à la tolérance pharmacologique qui nécessite d’augmenter toujours plus les doses afin de retrouver un effet anxiolytique.,0,1,0,1,0,0,0,0,0,0
Lorazepam [TEMESTA],A rajouter si utilisation concomitante d’une autre benzodiazépine (anxio ou hypno) au même moment de la journée,Potentialisation des effets indésirables (troubles cognitifs; syndrome confusionnel; troubles de la vigilance; chutes) sans augmentation de l’efficacité.,0,1,0,1,0,0,0,0,0,0
Lorazepam [TEMESTA],A rajouter pour patient admis aux urgences pour insuffisance respiratoire.,Attention ! Médicament aggravant l’insuffisance respiratoire.,0,1,0,1,0,0,0,0,0,0
Lorazepam [TEMESTA],ATCD de sevrage alcoolique,Prévention et traitement du delirium tremens et des autres manifestations du sevrage alcoolique. A reprendre.,0,1,0,1,0,0,0,0,0,0
Loperamide [IMODIUM],Par défaut :,Prise en charge de la diarrhée. Médicament à effets indésirables morphiniques (somnolence; confusion; vertiges; fécalome) et majoration du risque infectieux en cas de diarrhée infectieuse par ralentissement du transit. Privilégier la diosmectite ou le racécadotril.,1,2,0,0,0,0,0,0,0,0
Loprazolam [HAVLANE],Avec la mention « 1 comprimé au coucher »,Prise en charge de l’insomnie occasionnelle ou transitoire. Pas de preuve d’efficacité supérieure aux doses supérieurs à 0.5 mg/j avec majoration des troubles cognitifs et confusionnels; ainsi que du risque de chute. Préconiser une diminution de la posologie de moitié chez le sujet âgé (comprimé sécable). Rappel : Le traitement médicamenteux de l’insomnie ne doit pas excéder 4 semaines (comprenant la phase d’arrêt progressif) afin d’éviter une dépendance qui augmente avec la durée du traitement.,0,0,0,1,1,0,0,0,0,0
Loprazolam [HAVLANE],Avec la mention « 1/2 comprimé au coucher »,Prise en charge de l’insomnie occasionnelle ou transitoire. Rappel : Le traitement médicamenteux de l’insomnie ne doit pas excéder 4 semaines (y compris la phase d’arrêt progressif) afin d’éviter un risque d’abus et de dépendance qui augmente avec la durée du traitement.,0,0,0,1,1,0,0,0,0,0
Loprazolam [HAVLANE],Antécédent de troubles cognitifs :,"Prise en charge de l’insomnie occasionnelle ou transitoire. Patient aux antécédents de troubles cognitifs : Risque d’aggravation des troubles cognitifs et/ou apparition d’un syndrome confusionnel par les benzodiazépines et apparentés avec risque de chutes. Préconiser un arrêt progressif. Si insomnie primaire (= sans cause somatique; psychique; toxique ou environnementale évidente), privilégier un traitement par Circadin LP 2mg (sauf si insuffisance hépatique) pendant maximum 12 semaines.",0,0,0,1,1,0,0,0,0,0
Loprazolam [HAVLANE],A rajouter si Utilisation concomitante d’une autre benzodiazépine (anxio ou hypno) au même moment de la journée,Potentialisation des effets indésirables (troubles cognitifs; syndrome confusionnel; troubles de la vigilance; chutes) sans augmentation de l’efficacité.,0,0,0,1,1,0,0,0,0,0
Loprazolam [HAVLANE],A rajouter pour patient admis aux urgences pour insuffisance respiratoire.,Attention ! Médicament aggravant l’insuffisance respiratoire.,0,0,0,1,1,0,0,0,0,0
Loprazolam [HAVLANE],Co-prescription d’une benzodiazépine anxiolytique le soir :,Attention ! Co-prescription de 2 benzodiazépines (ou apparentés) au même moment de la journée. Association à risque de potentialisation des effets indésirables (troubles cognitifs; syndrome confusionnel; troubles de la vigilance; chutes) sans augmentation de l’efficacité. Ne pas associer au même moment de la journée.,0,0,0,0,0,0,0,0,0,0
Lormetazepam [NOCTAMIDE],A 2 mg,Prise en charge de l’insomnie occasionnelle ou transitoire. Pas de preuve d’efficacité supérieure aux doses supérieurs à 1 mg/j avec majoration des troubles cognitifs et confusionnels; ainsi que du risque de chute. Préconiser une diminution de la posologie de moitié chez le sujet âgé (comprimé sécable). Rappel : Le traitement médicamenteux de l’insomnie ne doit pas excéder 4 semaines (comprenant la phase d’arrêt progressif) afin d’éviter une dépendance qui augmente avec la durée du traitement.,0,0,0,1,0,0,0,0,0,0
Lormetazepam [NOCTAMIDE],A 1 mg,Prise en charge de l’insomnie occasionnelle ou transitoire. Rappel : Le traitement médicamenteux de l’insomnie ne doit pas excéder 4 semaines (y compris la phase d’arrêt progressif) afin d’éviter un risque d’abus et de dépendance qui augmente avec la durée du traitement.,0,0,0,1,0,0,0,0,0,0
Lormetazepam [NOCTAMIDE],Antécédent de troubles cognitifs :,"Prise en charge de l’insomnie occasionnelle ou transitoire. Patient aux antécédents de troubles cognitifs : Risque d’aggravation des troubles cognitifs et/ou apparition d’un syndrome confusionnel par les benzodiazépines et apparentés avec risque de chutes. Préconiser un arrêt progressif. Si insomnie primaire (= sans cause somatique; psychique; toxique ou environnementale évidente), privilégier un traitement par Circadin LP 2mg (sauf si insuffisance hépatique) pendant maximum 12 semaines.",0,0,0,1,0,0,0,0,0,0
Lormetazepam [NOCTAMIDE],A rajouter si Utilisation concomitante d’une autre benzodiazépine (anxio ou hypno) au même moment de la journée,Potentialisation des effets indésirables (troubles cognitifs; syndrome confusionnel; troubles de la vigilance; chutes) sans augmentation de l’efficacité.,0,0,0,1,0,0,0,0,0,0
Lormetazepam [NOCTAMIDE],A rajouter pour patient admis aux urgences pour insuffisance respiratoire.,Attention ! Médicament aggravant l’insuffisance respiratoire.,0,0,0,1,0,0,0,0,0,0
Lormetazepam [NOCTAMIDE],Co-prescription d’une benzodiazépine anxiolytique le soir :,Attention ! Co-prescription de 2 benzodiazépines (ou apparentés) au même moment de la journée. Association à risque de potentialisation des effets indésirables (troubles cognitifs; syndrome confusionnel; troubles de la vigilance; chutes) sans augmentation de l’efficacité. Ne pas associer au même moment de la journée.,0,0,0,1,0,0,0,0,0,0
Loxapine [LOXAPAC],(À TRAITER),(À TRAITER),2,2,0,1,0,0,0,0,1,0
Lithium,(À TRAITER),(À TRAITER),0,1,0,0,0,0,0,0,0,0
Macrogol,Par défaut :,Laxatif osmotique. Prise en charge symptomatique de la constipation. A reprendre si besoin.,0,0,0,0,0,0,0,0,0,0
Maprotiline,(À TRAITER),(À TRAITER),0,0,0,1,1,0,0,0,1,1
Maprotiline,A rajouter si patient épileptique :,Attention ! Médicament abaissant le seuil épileptogène. Réévaluer la balance bénéfice/risque en cas d'apparition ou d'augmentation des crises épileptiques malgré le traitement de fond. ,0,0,0,1,1,0,0,0,1,1
Memantine ,Poso < ou = 20mg/jour et DFG < 30 ml/min,Prise en charge de la forme modérée à sévère de la maladie d'Alzheimer.,0,0,0,0,0,0,0,0,0,0
Memantine ,Poso = 20mg/jour et DFG < 30 ml/min,Prise en charge de la forme modérée à sévère de la maladie d'Alzheimer. Attention avec une DFG à X ml/min; la posologie doit être réduite de moitié (10 mg/j).,0,0,0,0,0,0,0,0,0,0
Metformine,Message préventif,Attention : [embonate de metformine] STAGID 700 mg = 358 mg de GLUCOPHAGE [chlorhydrate de metformine],0,0,0,0,0,0,0,0,0,0
Metformine,DFG > 59 ml/min OU poso adaptée,Prise en charge du diabète de type 2. A reprendre.,0,0,0,0,0,0,0,0,0,0
Metformine,44 < DFG < 60 ml/min et poso > 2000 mg par jour,Prise en charge du diabète de type 2. Avec une DFG de … ml/min; la dose journalière totale maximale est de 2000 mg par jour à cause du risque d’acidose lactique (rare mais très grave). Préconiser une réduction de la dose journalière totale à maximum 2000 mg.,0,0,0,0,0,0,0,0,0,0
Metformine,29 < DFG < 45 ml/min et poso > 1000 mg par jour,Prise en charge du diabète de type 2. Avec une DFG de … ml/min; la dose journalière totale maximale est de 1000 mg par jour à cause du risque d’acidose lactique (rare mais très grave). Préconiser une réduction de la dose journalière totale à maximum 1000 mg.,0,0,0,0,0,0,0,0,0,0
Metformine,0 < DFG < 30 ml/min,Prise en charge du diabète de type 2. La metformine est contre-indiquée en cas d’insuffisance rénale sévère à cause du risque d’acidose lactique (rare mais très grave). Préconiser l’arrêt du traitement par metformine.,0,0,0,0,0,0,0,0,0,0
Methyldopa [ALDOMET],Antécédent d’HTA :,Prise en charge de l’HTA. Risque majoré d’hypotension orthostatique; bradycardie; syncope et chutes. Risque de sédation; syndrome dépressif et constipation. A éviter chez le patient âgé. Préconiser un arrêt PROGRESSIF du traitement en privilégiant de compléter le traitement antihypertenseur par [un diurétique/un béta-bloquant/un inhibiteur calcique/un IEC]. Rappel objectif tensionnel : 140/90 mmHg voire 150/90 mmHg pour perfusion cérébrale.,0,0,0,1,1,0,0,0,0,0
Methyldopa [ALDOMET],Co-prescription beta-bloquant indiqué dans l’insuffisance cardiaque.,Attention ! Interaction faisant l’objet d’une ASSOCIATION DECONSEILLE [Thésaurus de l’ANSM; oct 2020] pour cause de diminution centrale du tonus sympathique et effet vasodilatateur des antihypertenseurs centraux; préjudiciable en cas d’insuffisance cardiaque traitée par bêta-bloquant et vasodilatateur. Préconiser un arrêt PROGRESSIF du Méthyldopa.,0,0,0,1,1,0,0,0,0,0
Methyldopa [ALDOMET],Si antécédent de dépression ou co-prescription antidépresseur :,Attention !  Ce médicament peut être responsable de syndrome dépressif qui fait l’objet d’une contre-indication en cas d’ « état dépressif grave ». En outre d’un risque majoré d’hypotension orthostatique; bradycardie; syncope et chutes. Préconiser un arrêt PROGRESSIF de ce traitement chez le patient âgé en privilégiant de compléter le traitement antihypertenseur par [un diurétique/un béta-bloquant/un inhibiteur calcique/un IEC]. Rappel objectif tensionnel : 140/90 mmHg voire 150/90 mmHg pour perfusion cérébrale.,0,0,0,1,1,0,0,0,0,0
Metoclopramide [PRIMPERAN],(À TRAITER),(À TRAITER),0,0,0,1,0,0,0,0,0,0
Metopimazine [VOGALENE],Utilisé en tant qu'antiémétique :,Prise en charge des nausées et vomissments. Médicament anticholinergique; antidopaminergique; antiadrénergique et antihistaminique centrale déconseillée chez les sujets âgés qui; du fait de leur plus grande sensibilité; présentent un risque accru d'hypotension orthostatique; de vertiges; de sédation; de confusion;  majorant le risque de chute. Si traitement pharmacologique nécessaire : dompéridone (< 30 mg/jour) ou métoclopramide si absence de contre‐indication. Traitement limité à 7 jours. ,3,3,0,1,1,0,0,0,1,0
Metoprolol [LOPRESSOR ; SELOKEN],Antécédent d’HTA,Prise en charge de l’HTA. Rappel objectif tensionnel : 140/90 mmHg voire 150/90 mmHg pour perfusion cérébrale. A reprendre.,1,1,0,0,0,0,0,1,0,0
Metoprolol [LOPRESSOR ; SELOKEN],Antécédent d’IDM,Traitement médicamenteux post-infarctus (Protocole BASIC) quelle que soit la pression artérielle et la fonction ventriculaire gauche.  A reprendre.,1,1,0,0,0,0,0,1,0,0
Metoprolol [LOPRESSOR ; SELOKEN],Antécédent de migraine (co-prescription traitement de crise),Traitement de fond de la migraine. Médicament hypotenseur et; par conséquent; à risque de chute. Vigilance. A poursuivre.,1,1,0,0,0,0,0,1,0,0
Metoprolol [LOPRESSOR ; SELOKEN],Antécédent de tachyarythmie cardiaque (incluant FA),Prise en charge symptomatique de la [tachyarythmie cardiaque/fibrillation auriculaire]. A poursuivre.,1,1,0,0,0,0,0,1,0,0
Metoprolol [LOPRESSOR ; SELOKEN],A rajouter si antécédent d’asthme ou de BPCO sévère,Attention médicament contre-indiqué en cas d’asthme ou de BPCO sévère. En cas de contre-indication aux béta-bloquants; le Vérapamil est indiqué dans le post-infarctus et la fibrillation auriculaire sans insuffisance cardiaque. En cas d’HTA; privilégier un Inhibiteur calcique non bradycardisant (Amlodipine ou Lercanidipine). En cas de fibrillation auriculaire symptomatique avec insuffisance cardiaque; privilégier l’amiodarone.,1,1,0,0,0,0,0,1,0,0
Metoprolol [LOPRESSOR ; SELOKEN],Co-prescription de fluoxétine ; paroxétine ou duloxétine:,Attention : augmentation des concentrations plasmatiques de métoprolol avec risque de surdosage; par diminution de son métabolisme hépatique [Inhibition CYP 2D6] par la [duloxétine/paroxétine/fluoxétine]. Surveillance clinique.,1,1,0,0,0,0,0,1,0,0
Metoprolol [LOPRESSOR ; SELOKEN],Co-prescription Diltiazem ou Vérapamil :,Attention; intéraction faisaint l’objet d’une association déconseillé entre le bêta-bloquant et le [diltiazem/vérapamil] [Thésaurus de l’ANSM; Octobre 2020].,1,1,0,0,0,0,0,1,0,0
Metoprolol [SELOZOK],Antécédent d’insuffisance cardiaque + stratégie thérapeutique complète,Prise en charge de l’insuffisance cardiaque [Si possible indiqué le % de FEVG ou la classe NYHA)]. A reprendre.,1,1,0,0,0,0,0,1,0,0
Metoprolol [SELOZOK],Antécédent d’insuffisance cardiaque + stratégie thérapeutique incomplète,Prise en charge de l’insuffisance cardiaque [Si possible indiqué le % de FEVG ou la classe NYHA)]. Attention; stratégie thérapeutique incomplète. Pour réduire le risque d’hospitalisation et de décès; préconiser l’instauration d’un IEC (ARA II si DFG < 30ml/min); d’un antagoniste aux minéralocorticoïdes (Spironolactone ou Eplérenone) et d’un inhibiteur de SGLT2 (Dapagliflozine ou Empagliflozine) [ECS Heart failures Guidelines 2021].,1,1,0,0,0,0,0,1,0,0
Metoprolol [SELOZOK],Co-prescription antihypertenseur centraux (rilmenidine/moxonidine/clonidine/methyldopa),Attention ! Interaction faisant l’objet d’une ASSOCIATION DECONSEILLE [Thésaurus de l’ANSM; oct 2020] pour cause de diminution centrale du tonus sympathique et effet vasodilatateur des antihypertenseurs centraux; préjudiciable en cas d’insuffisance cardiaque traitée par bêta-bloquant et vasodilatateur.,1,1,0,0,0,0,0,1,0,0
Mianserine,Par défaut :,Prise en charge des épisodes dépressifs majeurs (caractérisé selon le DSM-5). Activité anticholinergique (faible) périphérique et centrale (=confusion) à prendre en compte. Peut être à l’origine d’hypotension orthostatique; et par conséquent de chutes; vigilance.,0,0,0,1,0,0,0,0,0,0
Midodrine [GUTRON],Par défaut :,Prise en charge de l'hypotension orthostatique sévère survenant notamment dans le cadre des maladies neurologiques dégénératives (maladie de Parkinson; maladie de Shy Drager; atrophie olivo-ponto-cérébelleuse...) avec dysautonomie avérée.,0,0,0,0,0,0,0,1,0,0
Minoxidil [LONOTEN],Par défaut :,Prise en charge de l’hypertension artérielle sévère après échec d'une thérapeutique antihypertensive associant au moins deux antihypertenseurs dont un diurétique. Rappel objectif tensionnel chez le patient MUPA : 140/90 mmHg voire 150/90 mmHg pour perfusion cérébrale. A revoir.,0,0,0,0,0,0,0,0,0,0
Mirtazapine [NORSET],Par défaut :,Prise en charge des épisodes dépressifs majeurs (caractérisé selon le DSM-5). Activité anticholinergique (faible) périphérique et centrale (=confusion) à prendre en compte. Peut être à l’origine d’hypotension orthostatique; et par conséquent de chutes; vigilance.,0,1,0,1,0,0,0,0,0,0
Mirtazapine [NORSET],Si DFG < 40 ml/min :,Attention ! Avec une DFG inférieur à 40 ml/min ; les posologies doivent être réduites de moitié (les comprimés pelliculés sont sécables à doses égales).,0,1,0,0,0,0,0,0,0,0
Levodopa/Benseraside [MODOPAR],Antécédent maladie de Parkinson.,Prise en charge de la maladie de Parkinson. Médicament à l’origine d’hypotension orthostatique et; par conséquent; de chute. A prendre en compte. A poursuivre.,0,1,0,1,0,0,0,0,1,0
Molsidomine,(À TRAITER),(À TRAITER),0,0,0,0,0,0,0,0,1,0
Mometasone [NASONEX],Par défaut :,Prise en charge de rhinite allergique; saisonnière ou perannuelle. A reprendre si besoin.,0,0,0,0,0,0,0,0,0,0
Latanoprost [MONOPROST],Par défaut :,Prise en charge du glaucome à angle ouvert. A reprendre.,0,0,0,0,0,0,0,0,0,0
Montelukast [SINGULAIR],Avec co-prescription d’un traitement de fond de l’asthme (=corticothérapie inhalée),Traitement additif chez les patients présentant un asthme persistant léger à modéré préalablement traité par corticothérapie inhalée. A reprendre.,0,0,0,0,0,0,0,0,0,0
Montelukast [SINGULAIR],Sans co-prescription d’un traitement de fond de l’asthme,Traitement préventif de l'asthme induit par l'effort. A reprendre.,0,0,0,0,0,0,0,0,0,0
Morphine [SKENAN; ACTISKENAN],AVEC co-prescription de laxatif : ,Prise en charge des douleurs importantes. A reprendre si besoin.,1,1,0,1,0,0,0,0,0,0
Morphine [SKENAN; ACTISKENAN],SANS co-prescription de laxatif : ,Prise en charge des douleurs importantes. Attention ! Médicament à risque de constipation voir fécalome chez le sujet âgé. Préconiser une intauration de laxatif osmotique (MACROGOL ou LACTULOSE) en concomitance de l'opioïde de palier 3.,1,1,0,1,0,0,0,0,0,0
Moxonidine [PHYSIOTENS],Antécédent d’HTA :,Prise en charge de l’HTA. Risque majoré d’hypotension orthostatique; bradycardie; syncope et chutes. Risque de sédation; syndrome dépressif et constipation. A éviter chez le patient âgé. Préconiser un arrêt du traitement en privilégiant de compléter le traitement antihypertenseur par [un diurétique/un béta-bloquant/un inhibiteur calcique/un IEC]. Rappel objectif tensionnel : 140/90 mmHg voire 150/90 mmHg pour perfusion cérébrale.,0,0,0,1,1,0,0,0,0,0
Moxonidine [PHYSIOTENS],Co-prescription beta-bloquant indiqué dans l’insuffisance cardiaque.,Attention ! Interaction faisant l’objet d’une ASSOCIATION DECONSEILLE [Thésaurus de l’ANSM; oct 2020] pour cause de diminution centrale du tonus sympathique et effet vasodilatateur des antihypertenseurs centraux; préjudiciable en cas d’insuffisance cardiaque traitée par bêta-bloquant et vasodilatateur. Préconiser un arrêt PROGRESSIF du Moxonidine.,0,0,0,1,1,0,0,0,0,0
Moxonidine [PHYSIOTENS],Antécédent d’insuffisance cardiaque,Attention ! La Moxonidine est contre-indiqué dans l’insuffisance cardiaque. Préconiser l’arrêt immédiat (pas d’effet rebond pour cet anthypertenseur) de ce médicament. Privilégier de compléter le traitement antihypertenseur par [un diurétique/un béta-bloquant/un inhibiteur calcique/un IEC]. Rappel objectif tensionnel : 140/90 mmHg voire 150/90 mmHg pour perfusion cérébrale.,0,0,0,1,1,0,0,0,0,0
Nebivolol,(À TRAITER),(À TRAITER),0,0,0,0,0,0,0,1,0,0
Nefopam [ACUPAN],Prescription au long cours.,Médicament non indiqué en traitement symptomatique de la douleur chronique. Médicament pourvoyeur d’effets  anticholinergiques et autres effets indésirables à  type de nausées et convulsions.  Privilégier un palier 1 (Paracétamol 1g si plus de 50 kg 3 fois par jour en systématique ; sinon prise de 500 mg). Si douleurs importantes; privilégier le palier 3 (morphiniques) avec co-prescription de laxatif.,0,0,0,1,1,0,0,0,0,0
Nicardipine [LOXEN],LOXEN 50 LP (LIBERATION PROLONGEE),Prise en charge de l’HTA. Rappel objectif tensionnel : 140/90 mmHg voire 150/90 mmHg pour perfusion cérébrale. La nicardipine est un inhibiteur calcique à courte durée d’action (il est question; ici; non pas de demi-vie mais bien de durée d’action). Même s’il est à libération prolongée; il est préférable de privilégier les inhibiteurs calciques à longue durée d’action (Lercanidipine ou Amlodipine).,0,0,0,0,0,0,0,0,0,0
Nicardipine [LOXEN],LOXEN (EN LIBERATION IMMEDIATE),Risque majoré d’hypotension orthostatique et de tachycardie réflexe avec les formes à libération immédiate. Majoration du risque de complications cardiovasculaires (ischémie myocardique). Privilégier les inhibiteurs calciques à longue durée d’action (Lercanidipine ou Amlodipine).,0,0,0,0,0,0,0,0,0,0
Nicorandil,Antécédent d’angor stable (syndrome coronarien chronique),Traitement préventif de la crise angineuse sous toutes ses formes. Compte-tenu du risque d’ulcérations cutanées; muqueuses (digestives) et des zones péristomiales (bouche; anus) survenant à n'importe quel moment au cours du traitement; parfois très tardivement; et pour lesquelles la guérison de ces ulcérations peut nécessiter plusieurs semaines ou mois; le nicorandil doit être prescrit uniquement en cas de contrôle insuffisant; de contre-indication ou d'intolérance aux antiangineux de 1re intention : bêtabloquant; antagoniste calcique (ANSM; décembre 2015.),0,0,0,0,1,0,0,0,1,0
Nicorandil,A rajouter si co-prescription : AINS ou ASPIRINE (KARDEGIC ou RESITUNE),Attention : Association déconseillée entre le nicorandil et le [Kardegic/Aspirine faible dose/AINS] à cause d’une majoration du risque ulcérogène et hémorragique digestif (Thésaurus de l’ANSM 2020). Préconiser l’arrêt du traitement par nicorandil en privilégiant la trinitrine en patch à libération prolongée.,0,0,0,0,1,0,0,0,1,0
Nifedipine [ADALATE],Antécédent d’HTA,Prise en charge de l’HTA. Rappel objectif tensionnel : 140/90 mmHg voire 150/90 mmHg pour perfusion cérébrale. A reprendre.,1,0,0,0,0,0,0,0,0,0
Nifedipine [ADALATE],Antécédent d’angor (=co-prescription trinitrine et béta-bloquant),Prise en charge symptomatique de l’angor. A reprendre.,1,0,0,0,0,0,0,0,0,0
Normacol,Par défaut :,Prise en charge local de la constipation après 3 à 4 jours sans selles.,0,0,0,0,0,0,0,0,0,0
Olanzapine,AVEC Antécédent de schizophrénie ou trouble bipolaire.,Prise en charge de la schizophrénie ou des épisodes maniaques du trouble bipolaire. Médicament sujet à l’hypotension orthostatique et; par conséquent; de chute (Vigilance). Médicament sédatif (antagoniste H1 central) et anticholinergique à prendre en compte chez le sujet âgé. Médicament responsable de désordres métaboliques : hyperglycémie; dyslipidémie et prise de poids à surveiller.  A poursuivre.,3,2,0,1,0,0,0,0,1,0
Olanzapine,SANS Antécédent de schizophrénie ou trouble bipolaire.,Pas d’antécédent de schizophrénie ou trouble bipolaire dans le dossier médical. Rappel : les antipsychotiques exposent à un risque accru d’AVC; d’hypotension orthostatique et syndrome extrapyramidal avec risque de chute et sont responsable d’un taux plus élevé de déclin cognitif et de mortalité chez les sujets atteints de démence. A éviter pour les problèmes comportementaux de la démence ou du délire; à moins que la personne âgée menace de se faire du mal ou d’en faire aux autres.,3,2,0,1,0,0,0,0,1,0
Olanzapine,Chez le patient présentant un antécédent de glaucome à angle fermé ,Médicament anticholinergique contre-indiqué chez ce patient  présentant un antécédent de glaucome à angle fermé. Réévaluer la balance bénéfice-risque chez cette personne âgée. Pour les mêmes indications et sans effets anticholinergiques : Aripiprazole.,3,2,0,1,0,0,0,0,1,0
Olanzapine,Rappel : ,L’olanzapine est sujet à des troubles hématologiques (Leucopénie; neutropénie; éosinophilie)  checker la NFS. Sujet aussi à la prise de poids+++  checker le poids. Sujet à l’élévation des transaminases; phosphatase alcaline; créatine phosphokinase; Gamma-GT  Checker bilan hépatique.  A rajouter l’un de ces éléments si pertinent.,3,2,0,1,0,0,0,0,1,0
Omeprazole [MOPRAL],Sans antécédent,Pas d’indication aux IPP au long cours (RGO avec œsophagite; corticothérapie au long cours avec épigastralgie; hernie hiatale ou syndrome zollinger-ellison; co-prescription AINS et anticoagulants/AAP/Corticoides ; pour rappel; le Kardegic n’est pas considéré comme AINS à la posologie AAP) dans le dossier médical. Le traitement au long cours des IPP est à risque d’effets indésirables importants (ostéoporose; hypomagnésémie; diarrhée associée à C. difficile; carence en vitamine B12; infections pulmonaires…). Préconiser un arrêt progressif sous couvert de GAVISCON afin de traiter un éventuel effet rebond.,0,0,0,0,1,0,0,0,0,0
Omeprazole [MOPRAL],A rajouter si antécédent de RGO sans œsophagite,Dans le RGO sans œsophagite; les IPP sont indiqués uniquement pour 4 semaines max.,0,0,0,0,1,0,0,0,0,0
Omeprazole [MOPRAL],Avec indication au long cours (Prévention RGO en présence d’œsophagite; Traitement d’entretien de l’ulcère duodénal; Hernie Hiatal; Syndrome de Zollinger-Ellison; Corticothérapie au long cours avec épigastralgie) :,[Prévention de RGO en présence d’œsophagite./Traitement d’entretien de l’ulcère duodénal. / Prise en charge du syndrome de Zollinger-Ellison./ Traitement des épigastralgies lors d’un traitement par corticothérapie au long cours.] A reprendre. Attention prendre en compte et anticiper les effets indésirables importants des IPP au long cours : ostéoporose; hypomagnésémie; diarrhée associée à C. difficile; carence en vitamine B12; infections pulmonaires…,0,0,0,0,1,0,0,0,0,0
Omeprazole [MOPRAL],A rajouter si co-prescription : méthotrexate > 20 mg/semaine,Attention ! Risque d’augmentation de la toxicité du méthotrexate par diminution de son élimination rénale par l’ésoméprazole.,0,0,0,0,1,0,0,0,0,0
Omeprazole [MOPRAL],A rajouter si co-prescription clopidogrel,Attention ! L’oméprazole inhibe le métabolisme hépatique (CYP 2C19) du clopidogrel nécessaire à son activation (pro-drogue). Risque d’inefficacité médicamenteuse.,0,0,0,0,1,0,0,0,0,0
Optive fusion,Par défaut :,Prise en charge de la sécheresse oculaire. A pourusivre si besoin.,0,0,0,0,0,0,0,0,0,0
Indacaterol [ONBREZ BREEZHALER],Par défaut :,Traitement bronchodilatateur continu de l'obstruction des voies respiratoires chez les patients adultes atteints de bronchopneumopathie chronique obstructive (BPCO).,0,0,0,0,0,0,0,0,0,0
Oxazepam [SERESTA],Prise uniquement au coucher,Prise en charge de l’insomnie. Médicament à l’origine de troubles cognitifs; confusionnels et de chutes. Rappel : Le traitement médicamenteux de l’insomnie doit être de courte durée (comprenant la phase d’arrêt progressif) afin d’éviter un risque d’abus et de dépendance qui augmente avec la durée du traitement.,0,0,0,1,0,0,0,0,0,0
Oxazepam [SERESTA],Prise dans la journée sans antécédent d’anxiété,Prise en charge symptomatique des manifestations anxieuses sévères et/ou invalidantes. Pas d’ATCD dans le dossier médical. Médicament à l’origine de troubles cognitifs; confusionnels et de chutes. Privilégier la posologie minimale efficace. Attention au risque d’abus et de dépendance; ainsi qu’à la tolérance pharmacologique qui nécessite d’augmenter toujours plus les doses afin de retrouver un effet anxiolytique.,0,0,0,1,0,0,0,0,0,0
Oxazepam [SERESTA],Prises réparties dans la journée et antécédent de troubles cognitifs :,Prise en charge symptomatique des manifestations anxieuses sévères et/ou invalidantes. Patient aux antécédents de troubles cognitifs : Risque d’aggravation des troubles cognitifs et/ou apparition d’un syndrome confusionnel par la benzodiazépine avec risque de chutes. Préconiser un arrêt progressif en privilégiant; en cas de nécessité d’une approche pharmacologique; pour une anxiété chronique (évoluant depuis au moins 6 mois) : un traitement de fond par antidépresseurs (Sertraline ou Miansérine).,0,0,0,1,0,0,0,0,0,0
Oxazepam [SERESTA],Poso > 30 mg/jour :,Prise en charge symptomatique des manifestations anxieuses sévères et/ou invalidantes. Pas d’ATCD dans le dossier médical. Pas de preuve d’efficacité supérieure aux doses supérieurs à 30 mg/j avec majoration des troubles cognitifs et confusionnels et majoration du risque de chute. Privilégier la posologie minimale efficace. Attention au risque d’abus et de dépendance; ainsi qu’à la tolérance pharmacologique qui nécessite d’augmenter toujours plus les doses afin de retrouver un effet anxiolytique.,0,0,0,1,0,0,0,0,0,0
